"Transaction ID","hasException","exceptionTransferAmount"
"gs_6165","No",NA
"gs_6166","No",NA
"gs_6167","No",NA
"gs_6168","No",NA
"gs_6169","No",NA
"gs_6173","No",NA
"gs_6174","No",NA
"gs_6175","No",NA
"gs_6176","No",NA
"gs_6177","No",NA
"gs_6178","No",NA
"gs_6179","No",NA
"gs_6180","No",NA
"gs_6181","No",NA
"gs_6182","No",NA
"gs_6183","No",NA
"gs_6184","No",NA
"gs_6185","No",NA
"gs_6186","No",NA
"gs_6187","No",NA
"gs_6188","No",NA
"gs_6189","No",NA
"gs_6190","No",NA
"gs_6191","No",NA
"gs_6192","No",NA
"gs_6193","No",NA
"gs_6194","No",NA
"gs_6195","No",NA
"gs_6196","No",NA
"gs_6197","No",NA
"gs_6198","No",NA
"gs_6199","No",NA
"gs_6200","No",NA
"gs_6201","No",NA
"gs_6202","No",NA
"gs_6203","No",NA
"gs_6204","No",NA
"gs_6205","No",NA
"gs_6206","No",NA
"gs_6207","No",NA
"gs_6208","No",NA
"gs_6209","No",NA
"gs_6210","No",NA
"gs_6211","No",NA
"gs_6212","No",NA
"gs_6213","No",NA
"gs_6214","No",NA
"gs_6215","No",NA
"gs_6216","No",NA
"gs_6217","No",NA
"gs_6218","No",NA
"gs_6219","No",NA
"gs_6220","No",NA
"gs_6221","No",NA
"gs_6222","No",NA
"gs_6223","No",NA
"gs_6224","No",NA
"gs_6225","No",NA
"gs_6226","No",NA
"gs_6227","No",NA
"gs_6228","No",NA
"gs_6229","No",NA
"gs_6230","No",NA
"gs_6231","No",NA
"gs_6232","No",NA
"gs_6233","No",NA
"gs_6234","No",NA
"gs_6235","No",NA
"gs_6236","No",NA
"gs_6237","No",NA
"gs_6238","No",NA
"gs_6239","No",NA
"gs_6240","No",NA
"gs_6241","No",NA
"gs_6242","No",NA
"gs_6243","No",NA
"gs_6244","No",NA
"gs_6245","No",NA
"gs_6246","No",NA
"gs_6247","No",NA
"gs_6248","No",NA
"gs_6249","No",NA
"gs_6250","No",NA
"gs_6251","No",NA
"gs_6252","No",NA
"gs_6253","No",NA
"gs_6254","No",NA
"gs_6255","No",NA
"gs_6256","No",NA
"gs_6257","No",NA
"gs_6258","No",NA
"gs_6259","No",NA
"gs_6260","No",NA
"gs_6261","No",NA
"gs_6262","No",NA
"gs_6263","No",NA
"gs_6264","No",NA
"gs_6265","No",NA
"gs_6266","No",NA
"gs_6267","No",NA
"gs_6268","No",NA
"gs_6269","No",NA
"gs_6270","No",NA
"gs_6271","No",NA
"gs_6272","No",NA
"gs_6273","No",NA
"gs_6274","No",NA
"gs_6275","No",NA
"gs_6276","No",NA
"gs_6277","No",NA
"gs_6278","No",NA
"gs_6279","No",NA
"gs_6280","No",NA
"gs_6281","No",NA
"gs_6282","No",NA
"gs_6283","No",NA
"gs_6284","No",NA
"gs_6285","No",NA
"gs_6286","No",NA
"gs_6287","No",NA
"gs_6288","No",NA
"gs_6289","No",NA
"gs_6290","No",NA
"gs_6291","No",NA
"gs_6292","No",NA
"gs_6293","No",NA
"gs_6294","No",NA
"gs_6295","No",NA
"gs_6296","No",NA
"gs_6297","No",NA
"gs_6298","No",NA
"gs_6299","No",NA
"gs_6300","No",NA
"gs_6301","No",NA
"gs_6302","No",NA
"gs_6303","No",NA
"gs_6304","No",NA
"gs_6305","No",NA
"gs_6306","No",NA
"gs_6307","No",NA
"gs_6308","No",NA
"gs_6309","No",NA
"gs_6310","No",NA
"gs_6311","No",NA
"gs_6312","No",NA
"gs_6313","No",NA
"gs_6314","No",NA
"gs_6315","No",NA
"gs_6316","No",NA
"gs_6317","No",NA
"gs_6318","No",NA
"gs_6319","No",NA
"gs_6320","No",NA
"gs_6321","No",NA
"gs_6322","No",NA
"gs_6323","No",NA
"gs_6324","No",NA
"gs_6325","No",NA
"gs_6326","No",NA
"gs_6327","No",NA
"gs_6328","No",NA
"gs_6329","No",NA
"gs_6330","No",NA
"gs_6331","No",NA
"gs_6332","No",NA
"gs_6333","No",NA
"gs_6334","No",NA
"gs_6335","No",NA
"gs_6336","No",NA
"gs_6337","No",NA
"gs_6338","No",NA
"gs_6339","No",NA
"gs_6340","No",NA
"gs_6341","No",NA
"gs_6342","No",NA
"gs_6343","No",NA
"gs_6344","No",NA
"gs_6345","No",NA
"gs_6346","No",NA
"gs_6347","No",NA
"gs_6348","No",NA
"gs_6349","No",NA
"gs_6350","No",NA
"gs_6351","No",NA
"gs_6352","No",NA
"gs_6353","No",NA
"gs_6354","No",NA
"gs_6355","No",NA
"gs_6356","No",NA
"gs_6357","No",NA
"gs_6358","No",NA
"gs_6359","No",NA
"gs_6360","No",NA
"gs_6361","No",NA
"gs_6362","No",NA
"gs_6363","No",NA
"gs_6364","No",NA
"gs_6365","No",NA
"gs_6366","No",NA
"gs_6367","No",NA
"gs_6368","No",NA
"gs_6369","No",NA
"gs_6370","No",NA
"gs_6371","No",NA
"gs_6372","No",NA
"gs_6373","No",NA
"gs_6374","No",NA
"gs_6375","No",NA
"gs_6376","No",NA
"gs_6377","No",NA
"gs_6378","No",NA
"gs_6379","No",NA
"gs_6380","No",NA
"gs_6381","No",NA
"gs_6382","No",NA
"gs_6383","No",NA
"gs_6384","No",NA
"gs_6385","No",NA
"gs_6386","No",NA
"gs_6387","No",NA
"gs_6388","No",NA
"gs_6389","No",NA
"gs_6390","No",NA
"gs_6391","No",NA
"gs_6392","No",NA
"gs_6393","No",NA
"gs_6394","No",NA
"gs_6395","No",NA
"gs_6396","No",NA
"gs_6397","No",NA
"gs_6398","No",NA
"gs_6399","No",NA
"gs_6400","No",NA
"gs_6401","No",NA
"gs_6402","No",NA
"gs_6403","No",NA
"gs_6404","No",NA
"gs_6405","No",NA
"gs_6406","No",NA
"gs_6407","No",NA
"gs_6408","No",NA
"gs_6409","No",NA
"gs_6410","No",NA
"gs_6411","No",NA
"gs_6412","No",NA
"gs_6413","No",NA
"gs_6414","No",NA
"gs_6415","No",NA
"gs_6416","No",NA
"gs_6417","No",NA
"gs_6418","No",NA
"gs_6419","No",NA
"gs_6420","No",NA
"gs_6421","No",NA
"gs_6422","No",NA
"gs_6423","No",NA
"gs_6424","No",NA
"gs_6425","No",NA
"gs_6426","No",NA
"gs_6427","No",NA
"gs_6428","No",NA
"gs_6429","No",NA
"gs_6430","No",NA
"gs_6431","No",NA
"gs_6432","No",NA
"gs_6433","No",NA
"gs_6434","No",NA
"gs_6435","No",NA
"gs_6436","No",NA
"gs_6437","No",NA
"gs_6438","No",NA
"gs_6439","No",NA
"gs_6440","No",NA
"gs_6441","No",NA
"gs_6442","No",NA
"gs_6443","No",NA
"gs_6444","No",NA
"gs_6445","No",NA
"gs_6446","No",NA
"gs_6447","No",NA
"gs_6448","No",NA
"gs_6449","No",NA
"gs_6450","No",NA
"gs_6451","No",NA
"gs_6452","No",NA
"gs_6453","No",NA
"gs_6454","No",NA
"gs_6455","No",NA
"gs_6456","No",NA
"gs_6457","No",NA
"gs_6458","No",NA
"gs_6459","No",NA
"gs_6460","No",NA
"gs_6461","No",NA
"gs_6462","No",NA
"gs_6463","No",NA
"gs_6464","No",NA
"gs_6465","No",NA
"gs_6466","No",NA
"gs_6467","No",NA
"gs_6468","No",NA
"gs_6469","No",NA
"gs_6470","No",NA
"gs_6471","No",NA
"gs_6472","No",NA
"gs_6473","No",NA
"gs_6474","No",NA
"gs_6475","No",NA
"gs_6476","No",NA
"gs_6477","No",NA
"gs_6478","No",NA
"gs_6479","No",NA
"gs_6480","No",NA
"gs_6481","No",NA
"gs_6482","No",NA
"gs_6483","No",NA
"gs_6484","No",NA
"gs_6485","No",NA
"gs_6486","No",NA
"gs_6487","No",NA
"gs_6488","No",NA
"gs_6489","No",NA
"gs_6490","No",NA
"gs_6491","No",NA
"gs_6492","No",NA
"gs_6493","No",NA
"gs_6494","No",NA
"gs_6495","No",NA
"gs_6496","No",NA
"gs_6497","No",NA
"gs_6498","No",NA
"gs_6499","No",NA
"gs_6500","No",NA
"gs_6501","No",NA
"gs_6502","No",NA
"gs_6503","No",NA
"gs_6504","No",NA
"gs_6505","No",NA
"gs_6506","No",NA
"gs_6507","No",NA
"gs_6508","No",NA
"gs_6509","No",NA
"gs_6510","No",NA
"gs_6511","No",NA
"gs_6512","No",NA
"gs_6513","No",NA
"gs_6514","No",NA
"gs_6515","No",NA
"gs_6516","No",NA
"gs_6517","No",NA
"gs_6518","No",NA
"gs_6519","No",NA
"gs_6520","No",NA
"gs_6521","No",NA
"gs_6522","No",NA
"gs_6523","No",NA
"gs_6524","No",NA
"gs_6525","No",NA
"gs_6526","No",NA
"gs_6527","No",NA
"gs_6528","No",NA
"gs_6529","No",NA
"gs_6530","No",NA
"gs_6531","No",NA
"gs_6532","No",NA
"gs_6533","No",NA
"gs_6534","No",NA
"gs_6535","No",NA
"gs_6536","No",NA
"gs_6537","No",NA
"gs_6538","No",NA
"gs_6539","No",NA
"gs_6540","No",NA
"gs_6541","No",NA
"gs_6542","No",NA
"gs_6543","No",NA
"gs_6544","No",NA
"gs_6545","No",NA
"gs_6546","No",NA
"gs_6547","No",NA
"gs_6548","No",NA
"gs_6549","No",NA
"gs_6550","No",NA
"gs_6551","No",NA
"gs_6552","No",NA
"gs_6553","No",NA
"gs_6554","No",NA
"gs_6555","No",NA
"gs_6556","No",NA
"gs_6557","No",NA
"gs_6558","No",NA
"gs_6559","No",NA
"gs_6560","No",NA
"gs_6561","No",NA
"gs_6562","No",NA
"gs_6563","No",NA
"gs_6564","No",NA
"gs_6565","No",NA
"gs_6566","No",NA
"gs_6567","No",NA
"gs_6568","No",NA
"gs_6569","No",NA
"gs_6570","No",NA
"gs_6571","No",NA
"gs_6572","No",NA
"gs_6573","No",NA
"gs_6574","No",NA
"gs_6575","No",NA
"gs_6576","No",NA
"gs_6577","No",NA
"gs_6578","No",NA
"gs_6579","No",NA
"gs_6580","No",NA
"gs_6581","No",NA
"gs_6582","No",NA
"gs_6583","No",NA
"gs_6584","No",NA
"gs_6585","No",NA
"gs_6586","No",NA
"gs_6587","No",NA
"gs_6588","No",NA
"gs_6589","No",NA
"gs_6590","No",NA
"gs_6591","No",NA
"gs_6592","No",NA
"gs_6593","No",NA
"gs_6594","No",NA
"gs_6595","No",NA
"gs_6596","No",NA
"gs_6597","No",NA
"gs_6598","No",NA
"gs_6599","No",NA
"gs_6600","No",NA
"gs_6601","No",NA
"gs_6602","No",NA
"gs_6603","No",NA
"gs_6604","No",NA
"gs_6605","No",NA
"gs_6606","No",NA
"gs_6607","No",NA
"gs_6608","No",NA
"gs_6609","No",NA
"gs_6610","No",NA
"gs_6611","No",NA
"gs_6612","No",NA
"gs_6613","No",NA
"gs_6614","No",NA
"gs_6615","No",NA
"gs_6616","No",NA
"gs_6617","No",NA
"gs_6618","No",NA
"gs_6619","No",NA
"gs_6620","No",NA
"gs_6621","No",NA
"gs_6622","No",NA
"gs_6623","No",NA
"gs_6624","No",NA
"gs_6625","No",NA
"gs_6626","No",NA
"gs_6627","No",NA
"gs_6628","No",NA
"gs_6629","No",NA
"gs_6630","No",NA
"gs_6631","No",NA
"gs_6632","No",NA
"gs_6633","No",NA
"gs_6634","No",NA
"gs_6635","No",NA
"gs_6636","No",NA
"gs_6637","No",NA
"gs_6638","No",NA
"gs_6639","No",NA
"gs_6640","No",NA
"gs_6641","No",NA
"gs_6642","No",NA
"gs_6643","No",NA
"gs_6644","No",NA
"gs_6645","No",NA
"gs_6646","No",NA
"gs_6647","No",NA
"gs_6648","No",NA
"gs_6649","No",NA
"gs_6650","No",NA
"gs_6651","No",NA
"gs_6652","No",NA
"gs_6653","No",NA
"gs_6654","No",NA
"gs_6655","No",NA
"gs_6656","No",NA
"gs_6657","No",NA
"gs_6658","No",NA
"gs_6659","No",NA
"gs_6660","No",NA
"gs_6661","No",NA
"gs_6662","No",NA
"gs_6663","No",NA
"gs_6664","No",NA
"gs_6665","No",NA
"gs_6666","No",NA
"gs_6667","No",NA
"gs_6668","No",NA
"gs_6669","No",NA
"gs_6670","No",NA
"gs_6671","No",NA
"gs_6672","No",NA
"gs_6673","No",NA
"gs_6674","No",NA
"gs_6675","No",NA
"gs_6676","No",NA
"gs_6677","No",NA
"gs_6678","No",NA
"gs_6679","No",NA
"gs_6680","No",NA
"gs_6681","No",NA
"gs_6682","No",NA
"gs_6683","No",NA
"gs_6684","No",NA
"gs_6685","No",NA
"gs_6686","No",NA
"gs_6687","No",NA
"gs_6688","No",NA
"gs_6689","No",NA
"gs_6690","No",NA
"gs_6691","No",NA
"gs_6692","No",NA
"gs_6693","No",NA
"gs_6694","No",NA
"gs_6695","No",NA
"gs_6696","No",NA
"gs_6697","No",NA
"gs_6698","No",NA
"gs_6699","No",NA
"gs_6700","No",NA
"gs_6701","No",NA
"gs_6702","No",NA
"gs_6703","No",NA
"gs_6704","No",NA
"gs_6705","No",NA
"gs_6706","No",NA
"gs_6707","No",NA
"gs_6708","No",NA
"gs_6709","No",NA
"gs_6710","No",NA
"gs_6711","No",NA
"gs_6712","No",NA
"gs_6713","No",NA
"gs_6714","No",NA
"gs_6715","No",NA
"gs_6716","No",NA
"gs_6717","No",NA
"gs_6718","No",NA
"gs_6719","No",NA
"gs_6720","No",NA
"gs_6721","No",NA
"gs_6722","No",NA
"gs_6723","No",NA
"gs_6724","No",NA
"gs_6725","No",NA
"gs_6726","No",NA
"gs_6727","No",NA
"gs_6728","No",NA
"gs_6729","No",NA
"gs_6730","No",NA
"gs_6731","No",NA
"gs_6732","No",NA
"gs_6733","No",NA
"gs_6734","No",NA
"gs_6735","No",NA
"gs_6736","No",NA
"gs_6737","No",NA
"gs_6738","No",NA
"gs_6739","No",NA
"gs_6740","No",NA
"gs_6741","No",NA
"gs_6742","No",NA
"gs_6743","No",NA
"gs_6744","No",NA
"gs_6745","No",NA
"gs_6746","No",NA
"gs_6747","No",NA
"gs_6748","No",NA
"gs_6749","No",NA
"gs_6750","No",NA
"gs_6751","No",NA
"gs_6752","No",NA
"gs_6753","No",NA
"gs_6754","No",NA
"gs_6755","No",NA
"gs_6756","No",NA
"gs_6757","No",NA
"gs_6758","No",NA
"gs_6759","No",NA
"gs_6760","No",NA
"gs_6761","No",NA
"gs_6762","No",NA
"gs_6763","No",NA
"gs_6764","No",NA
"gs_6765","No",NA
"gs_6766","No",NA
"gs_6767","No",NA
"gs_6768","No",NA
"gs_6769","No",NA
"gs_6770","No",NA
"gs_6771","No",NA
"gs_6772","No",NA
"gs_6773","No",NA
"gs_6774","No",NA
"gs_6775","No",NA
"gs_6776","No",NA
"gs_6777","No",NA
"gs_6778","No",NA
"gs_6779","No",NA
"gs_6780","No",NA
"gs_6781","No",NA
"gs_6782","No",NA
"gs_6783","No",NA
"gs_6784","No",NA
"gs_6785","No",NA
"gs_6786","No",NA
"gs_6787","No",NA
"gs_6788","No",NA
"gs_6789","No",NA
"gs_6790","No",NA
"gs_6791","No",NA
"gs_6792","No",NA
"gs_6793","No",NA
"gs_6794","No",NA
"gs_6795","No",NA
"gs_6796","No",NA
"gs_6797","No",NA
"gs_6798","No",NA
"gs_6799","No",NA
"gs_6800","No",NA
"gs_6801","No",NA
"gs_6802","No",NA
"gs_6803","No",NA
"gs_6804","No",NA
"gs_6805","No",NA
"gs_6806","No",NA
"gs_6807","No",NA
"gs_6808","No",NA
"gs_6809","No",NA
"gs_6810","No",NA
"gs_6811","No",NA
"gs_6812","No",NA
"gs_6813","No",NA
"gs_6814","No",NA
"gs_6815","No",NA
"gs_6816","No",NA
"gs_6817","No",NA
"gs_6818","No",NA
"gs_6819","No",NA
"gs_6820","No",NA
"gs_6821","No",NA
"gs_6822","No",NA
"gs_6823","No",NA
"gs_6824","No",NA
"gs_6825","No",NA
"gs_6826","No",NA
"gs_6827","No",NA
"gs_6828","No",NA
"gs_6829","No",NA
"gs_6830","No",NA
"gs_6831","No",NA
"gs_6832","No",NA
"gs_6833","No",NA
"gs_6834","No",NA
"gs_6835","No",NA
"gs_6836","No",NA
"gs_6837","No",NA
"gs_6838","No",NA
"gs_6839","No",NA
"gs_6840","No",NA
"gs_6841","No",NA
"gs_6842","No",NA
"gs_6843","No",NA
"gs_6844","No",NA
"gs_6845","No",NA
"gs_6846","No",NA
"gs_6847","No",NA
"gs_6848","No",NA
"gs_6849","No",NA
"gs_6850","No",NA
"gs_6851","No",NA
"gs_6852","No",NA
"gs_6853","No",NA
"gs_6854","No",NA
"gs_6855","No",NA
"gs_6856","No",NA
"gs_6857","No",NA
"gs_6858","No",NA
"gs_6859","No",NA
"gs_6860","No",NA
"gs_6861","No",NA
"gs_6862","No",NA
"gs_6863","No",NA
"gs_6864","No",NA
"gs_6865","No",NA
"gs_6866","No",NA
"gs_6867","No",NA
"gs_6868","No",NA
"gs_6869","No",NA
"gs_6870","No",NA
"gs_6871","No",NA
"gs_6872","No",NA
"gs_6873","No",NA
"gs_6874","No",NA
"gs_6875","No",NA
"gs_6876","No",NA
"gs_6877","No",NA
"gs_6878","No",NA
"gs_6879","No",NA
"gs_6880","No",NA
"gs_6881","No",NA
"gs_6882","No",NA
"gs_6883","No",NA
"gs_6884","No",NA
"gs_6885","No",NA
"gs_6886","No",NA
"gs_6887","No",NA
"gs_6888","No",NA
"gs_6889","No",NA
"gs_6890","No",NA
"gs_6891","No",NA
"gs_6892","No",NA
"gs_6893","No",NA
"gs_6894","No",NA
"gs_6895","No",NA
"gs_6896","No",NA
"gs_7618","No",NA
"gs_7619","No",NA
"gs_7620","No",NA
"gs_7621","No",NA
"gs_7622","No",NA
"gs_7623","No",NA
"gs_7624","No",NA
"gs_7625","No",NA
"gs_7626","No",NA
"gs_7627","No",NA
"gs_7628","No",NA
"gs_7629","No",NA
"gs_7630","No",NA
"gs_7631","No",NA
"gs_7632","No",NA
"gs_7633","No",NA
"gs_7634","No",NA
"gs_7635","No",NA
"gs_7636","No",NA
"gs_7637","No",NA
"gs_7638","No",NA
"gs_7639","No",NA
"gs_7640","No",NA
"gs_7641","No",NA
"gs_7642","No",NA
"gs_7643","No",NA
"gs_7644","No",NA
"gs_7645","No",NA
"gs_7646","No",NA
"gs_7647","No",NA
"gs_7648","No",NA
"gs_7649","No",NA
"gs_7650","No",NA
"gs_7651","No",NA
"gs_7652","No",NA
"gs_7653","No",NA
"gs_7654","No",NA
"gs_7655","No",NA
"gs_7656","No",NA
"gs_7657","No",NA
"gs_7658","No",NA
"gs_7659","No",NA
"gs_7660","No",NA
"gs_7661","No",NA
"gs_7662","No",NA
"gs_7663","No",NA
"gs_7664","No",NA
"gs_7665","No",NA
"gs_7666","No",NA
"gs_7667","No",NA
"gs_7668","No",NA
"gs_7669","No",NA
"gs_7670","No",NA
"gs_7671","No",NA
"gs_7672","No",NA
"gs_7673","No",NA
"gs_7674","No",NA
"gs_7675","No",NA
"gs_7676","No",NA
"gs_7677","No",NA
"gs_7678","No",NA
"gs_7679","No",NA
"gs_7680","No",NA
"gs_7681","No",NA
"gs_7682","No",NA
"gs_7683","No",NA
"gs_7684","No",NA
"gs_7685","No",NA
"gs_7686","No",NA
"gs_7687","No",NA
"gs_7688","No",NA
"gs_7689","No",NA
"gs_7690","No",NA
"gs_7691","No",NA
"gs_7692","No",NA
"gs_7693","No",NA
"gs_7694","No",NA
"gs_7695","No",NA
"gs_7696","No",NA
"gs_7697","No",NA
"gs_7698","No",NA
"gs_7699","No",NA
"gs_7700","No",NA
"gs_7701","No",NA
"gs_7702","No",NA
"gs_7703","No",NA
"gs_7704","No",NA
"gs_7705","No",NA
"gs_7706","No",NA
"gs_7707","No",NA
"gs_7708","No",NA
"gs_7709","No",NA
"gs_7710","No",NA
"gs_7711","No",NA
"gs_7712","No",NA
"gs_7713","No",NA
"gs_7714","No",NA
"gs_7715","No",NA
"gs_7716","No",NA
"gs_7720","No",NA
"gs_7721","No",NA
"gs_7722","No",NA
"gs_7723","No",NA
"gs_7724","No",NA
"gs_7726","No",NA
"gs_7727","No",NA
"gs_7728","No",NA
"gs_7729","No",NA
"gs_7730","No",NA
"gs_7731","No",NA
"gs_7732","No",NA
"gs_7733","No",NA
"gs_7734","No",NA
"gs_7735","No",NA
"gs_7736","No",NA
"gs_7737","No",NA
"gs_7738","No",NA
"gs_7739","No",NA
"gs_7740","No",NA
"gs_7741","No",NA
"gs_7742","No",NA
"gs_7743","No",NA
"gs_7744","No",NA
"gs_7745","No",NA
"gs_7746","No",NA
"gs_7747","No",NA
"gs_7748","No",NA
"gs_7749","No",NA
"gs_7750","No",NA
"gs_7751","No",NA
"gs_7778","No",NA
"gs_7779","No",NA
"gs_7780","No",NA
"gs_7781","No",NA
"gs_7782","No",NA
"gs_7783","No",NA
"gs_7784","No",NA
"gs_7785","No",NA
"gs_7786","No",NA
"gs_7787","No",NA
"gs_7788","No",NA
"gs_7789","No",NA
"gs_7790","No",NA
"gs_7791","No",NA
"gs_7792","No",NA
"gs_7793","No",NA
"gs_7794","No",NA
"gs_7795","No",NA
"gs_7796","No",NA
"gs_7797","No",NA
"gs_7798","No",NA
"gs_7799","No",NA
"gs_7800","No",NA
"gs_7801","No",NA
"gs_7802","No",NA
"gs_7803","No",NA
"gs_7804","No",NA
"gs_7805","No",NA
"gs_7806","No",NA
"gs_7807","No",NA
"gs_7808","No",NA
"gs_7809","No",NA
"gs_7810","No",NA
"gs_7811","No",NA
"gs_7812","No",NA
"gs_7813","No",NA
"gs_7814","No",NA
"gs_7815","No",NA
"gs_7816","No",NA
"gs_7817","No",NA
"gs_7818","No",NA
"gs_7819","No",NA
"gs_7820","No",NA
"gs_7821","No",NA
"gs_7822","No",NA
"gs_7823","No",NA
"gs_7824","No",NA
"gs_7825","No",NA
"gs_7826","No",NA
"gs_7827","No",NA
"gs_7828","No",NA
"gs_7829","No",NA
"gs_7830","No",NA
"gs_7831","No",NA
"gs_7832","No",NA
"gs_7833","No",NA
"gs_7834","No",NA
"gs_7835","No",NA
"gs_7836","No",NA
"gs_7837","No",NA
"gs_7838","No",NA
"gs_7839","No",NA
"gs_7840","No",NA
"gs_7841","No",NA
"gs_7842","No",NA
"gs_7843","No",NA
"gs_7844","No",NA
"gs_7845","No",NA
"gs_7846","No",NA
"gs_7847","No",NA
"gs_7848","No",NA
"gs_7849","No",NA
"gs_7850","No",NA
"gs_7851","No",NA
"gs_7852","No",NA
"gs_7853","No",NA
"gs_7854","No",NA
"gs_7855","No",NA
"gs_7856","No",NA
"gs_7857","No",NA
"gs_7858","No",NA
"gs_7859","No",NA
"gs_7861","No",NA
"gs_7862","No",NA
"gs_7863","No",NA
"gs_7864","No",NA
"gs_7865","No",NA
"gs_7866","No",NA
"gs_7867","No",NA
"gs_7868","No",NA
"gs_7869","No",NA
"gs_7870","No",NA
"gs_7871","No",NA
"gs_7872","No",NA
"gs_7873","No",NA
"gs_7874","No",NA
"gs_7875","No",NA
"gs_7876","No",NA
"gs_7877","No",NA
"gs_7878","No",NA
"gs_7879","No",NA
"gs_7880","No",NA
"gs_7881","No",NA
"gs_7895","No",NA
"gs_7896","No",NA
"gs_7897","No",NA
"gs_7898","No",NA
"gs_7899","No",NA
"gs_7900","No",NA
"gs_7901","No",NA
"gs_7902","No",NA
"gs_7903","No",NA
"gs_7904","No",NA
"gs_7905","No",NA
"gs_7906","No",NA
"gs_7907","No",NA
"gs_7908","No",NA
"gs_7909","No",NA
"gs_7910","No",NA
"gs_7911","No",NA
"gs_7912","No",NA
"gs_7913","No",NA
"gs_7914","No",NA
"gs_7915","No",NA
"gs_7916","No",NA
"gs_7917","No",NA
"gs_7918","No",NA
"gs_7919","No",NA
"gs_7920","No",NA
"gs_7921","No",NA
"gs_7922","No",NA
"gs_7923","No",NA
"gs_7924","No",NA
"gs_7925","No",NA
"gs_7926","No",NA
"gs_7927","No",NA
"gs_7928","No",NA
"gs_7929","No",NA
"gs_7930","No",NA
"gs_7931","No",NA
"gs_7932","No",NA
"gs_7933","No",NA
"gs_7934","No",NA
"gs_7935","No",NA
"gs_7936","No",NA
"gs_7937","No",NA
"gs_7938","No",NA
"gs_7939","No",NA
"gs_7940","No",NA
"gs_7941","No",NA
"gs_7942","No",NA
"gs_7943","No",NA
"gs_7945","No",NA
"gs_7946","No",NA
"gs_7947","No",NA
"gs_7948","No",NA
"gs_7949","No",NA
"gs_7950","No",NA
"gs_7951","No",NA
"gs_7952","No",NA
"gs_7953","No",NA
"gs_7954","No",NA
"gs_7955","No",NA
"gs_7956","No",NA
"gs_7964","No",NA
"gs_7965","No",NA
"gs_7966","No",NA
"gs_7967","No",NA
"gs_7968","No",NA
"gs_7969","No",NA
"gs_7970","No",NA
"gs_7971","No",NA
"gs_7972","No",NA
"gs_7973","No",NA
"gs_7974","No",NA
"gs_7975","No",NA
"gs_7976","No",NA
"gs_7977","No",NA
"gs_7978","No",NA
"gs_7979","No",NA
"gs_7980","No",NA
"gs_7981","No",NA
"gs_7982","No",NA
"gs_7983","No",NA
"gs_7984","No",NA
"gs_7985","No",NA
"gs_7986","No",NA
"gs_7987","No",NA
"gs_7988","No",NA
"gs_7989","No",NA
"gs_7990","No",NA
"gs_7991","No",NA
"gs_7992","No",NA
"gs_7993","No",NA
"gs_7994","No",NA
"gs_7995","No",NA
"gs_7996","No",NA
"gs_7997","No",NA
"gs_7998","No",NA
"gs_8024","No",NA
"gs_8025","No",NA
"gs_8026","No",NA
"gs_8027","No",NA
"gs_8028","No",NA
"gs_8029","No",NA
"gs_8030","No",NA
"gs_8031","No",NA
"gs_8032","No",NA
"gs_8033","No",NA
"gs_8034","No",NA
"gs_8035","No",NA
"gs_8036","No",NA
"gs_8037","No",NA
"gs_8038","No",NA
"gs_8039","No",NA
"gs_8040","No",NA
"gs_8041","No",NA
"gs_8042","No",NA
"gs_8043","No",NA
"gs_8044","No",NA
"gs_8045","No",NA
"gs_8046","No",NA
"gs_8047","No",NA
"gs_8048","No",NA
"gs_8049","No",NA
"gs_8050","No",NA
"gs_8051","No",NA
"gs_8052","No",NA
"gs_8053","No",NA
"gs_8054","No",NA
"gs_8055","No",NA
"gs_8056","No",NA
"gs_8057","No",NA
"gs_8058","No",NA
"gs_8059","No",NA
"gs_8060","No",NA
"gs_8061","No",NA
"gs_8062","No",NA
"gs_8063","No",NA
"gs_8064","No",NA
"gs_8065","No",NA
"gs_8066","No",NA
"gs_8067","No",NA
"gs_8068","No",NA
"gs_8069","No",NA
"gs_8070","No",NA
"gs_8071","No",NA
"gs_8072","No",NA
"gs_8073","No",NA
"gs_8074","No",NA
"gs_8075","No",NA
"gs_8076","No",NA
"gs_8077","No",NA
"gs_8078","No",NA
"gs_8079","No",NA
"gs_8080","No",NA
"gs_8081","No",NA
"gs_8082","No",NA
"gs_8083","No",NA
"gs_8084","No",NA
"gs_8085","No",NA
"gs_8086","No",NA
"gs_8087","No",NA
"gs_8088","No",NA
"gs_8089","No",NA
"gs_8090","No",NA
"gs_8091","No",NA
"gs_8092","No",NA
"gs_8093","No",NA
"gs_8094","No",NA
"gs_8095","No",NA
"gs_8096","No",NA
"gs_8097","No",NA
"gs_8098","No",NA
"gs_8099","No",NA
"gs_8100","No",NA
"gs_8101","No",NA
"gs_8102","No",NA
"gs_8103","No",NA
"gs_8104","No",NA
"gs_8105","No",NA
"gs_8106","No",NA
"gs_8107","No",NA
"gs_8108","No",NA
"gs_8109","No",NA
"gs_8110","No",NA
"gs_8111","No",NA
"gs_8112","No",NA
"gs_8113","No",NA
"gs_8114","No",NA
"gs_8115","No",NA
"gs_8116","No",NA
"gs_8117","No",NA
"gs_8118","No",NA
"gs_8119","No",NA
"gs_8120","No",NA
"gs_8121","No",NA
"gs_8122","No",NA
"gs_8124","No",NA
"gs_8125","No",NA
"gs_8126","No",NA
"gs_8127","No",NA
"gs_8129","No",NA
"gs_8130","No",NA
"gs_8131","No",NA
